693,Little Rock-Pine Bluff,9646445.52401571
698,Montgomery-Selma,6100824.413236635
702,La Crosse-Eau Claire,3804761.907917728
705,Wausau-Rhinelander,4324262.653202281
709,Tyler-Longview(Lfkn&Ncgd),5937202.491853822
710,Hattiesburg-Laurel,2107609.41862288
711,Meridian,1779353.5148603327
716,Baton Rouge,204819.10385418643
717,Quincy-Hannibal-Keokuk,1584953.9187319938
718,"Jackson, Ms",5656850.822043808
722,Lincoln & Hastings-Krny,9782290.934350016
724,Fargo,5062902.269548002
725,Sioux Falls(Mitchell),5403499.391467764
734,Jonesboro,3052167.726072967
736,Bowling Green,4551390.657685783
737,Mankato,1094935.4582346184
740,North Platte,2204036.1671229876
744,Honolulu,46068142.10157661
746,Biloxi-Gulfport,8160079.48680589
749,Laredo,11133396.847545749
751,Denver,37842027.5008131
752,Colorado Springs-Pueblo,29494340.48295937
753,Phoenix (Prescott),233375133.55784327
754,Butte-Bozeman,5003717.229270321
755,Great Falls,2087117.801522356
756,Billings,5403489.046385546
757,Boise,20877936.486565784
758,Idaho Fals-Pocatllo(Jcksn),3402782.2785120658
759,Cheyenne-Scottsbluff,4235657.6884336155
760,Twin Falls,2566070.6985077187
762,Missoula,4348358.459111313
764,Rapid City,3109563.327341483
765,El Paso (Las Cruces),34486716.04447579
766,Helena,185435.0
767,Casper-Riverton,3295595.774535773
770,Salt Lake City,48333293.817486756
771,Yuma-El Centro,8312553.569836259
773,Grand Junction-Montrose,5756697.700392334
789,Tucson (Sierra Vista),41694281.377023086
790,Albuquerque-Santa Fe,17765307.57896514
798,Glendive,355883.08812337276
801,Eugene,11867697.789612597
802,Eureka,4812366.060515407
803,Los Angeles,627630618.2905681
807,San Francisco-Oak-San Jose,192468241.96135497
810,Yakima-Pasco-Rchlnd-Knnwck,8106912.751462577
811,Reno,20621088.50074873
813,Medford-Klamath Falls,6058560.470105073
819,Seattle-Tacoma,168700675.78881523
820,"Portland, Or",34804155.57948504
821,"Bend, Or",11781026.0
825,San Diego,257341197.0
828,Monterey-Salinas,21094897.86747975
839,Las Vegas,133000049.17878868
862,Sacramnto-Stkton-Modesto,52483604.64539022
866,Fresno-Visalia,28185150.51303411
868,Chico-Redding,7077768.00726986
881,Spokane,14312341.670293069
